::::::::: 1 :::::::::											
Position (X)	 Position (Y)	 Position (Z)	 Rotation (X)	 Rotation (Y)	 Rotation (Z)	 Ang Veloc (X)	 Ang Veloc (Y)	 Ang Veloc (Z)	 Velocity (X)	 Velocity (Y)	 Velocity (Z)
-0.228853	0.08085644	-0.09189248	280.1622	261.0119	277.5921	1.045368	-0.1340142	0.05081631	0.02871457	0.1718777	0.1156108
-0.2277545	0.0807749	-0.09130573	280.1735	260.733	277.6812	0.7765777	-0.1684492	0.05699921	0.03497776	0.1319003	0.09122901
-0.2271301	0.08025146	-0.09164023	280.2541	261.0433	277.1485	0.6093634	-0.2084632	0.07350924	0.04042303	0.08563379	0.05986995
-0.2270621	0.07953846	-0.09204173	280.3039	259.2538	278.7607	0.3099713	-0.2447105	0.05547386	0.04204495	0.03671027	0.02535173
-0.2257511	0.07782972	-0.09227192	280.5244	256.5245	281.1496	0.04232468	-0.3327998	0.09489735	0.048816	-7.90E-05	0.000308159
-0.2251224	0.07659268	-0.09301317	280.3442	255.5643	281.9597	-0.00783628	-0.3131222	-0.01147607	0.05069759	-0.0286388	-0.01676238
-0.2249837	0.07392514	-0.09411848	280.0894	251.6856	285.8106	-0.2575888	-0.2742967	-0.174387	0.04364581	-0.08327912	-0.04520788
-0.2245465	0.06927979	-0.09603548	279.7772	245.6029	291.9699	-0.5393176	-0.2066379	-0.3955249	0.03681932	-0.1607216	-0.08470532
-0.2248478	0.06334126	-0.09948313	279.2458	236.5615	301.4748	-0.8534885	-0.01768561	-0.7714232	0.02047738	-0.2574692	-0.1438893
-0.2261777	0.05761194	-0.1032794	280.5372	227.1664	311.4	-1.515398	0.1286725	-0.6048526	-0.014504	-0.3277034	-0.2010494
-0.2275667	0.05256414	-0.1067885	281.7376	219.9072	318.9747	-1.873042	0.1645852	-0.5577123	-0.03599656	-0.3670881	-0.2239464
-0.2297592	0.05015564	-0.1086932	284.0607	220.527	318.8413	-2.108585	0.2860598	0.1730873	-0.07720603	-0.3276736	-0.2084134
-0.2305467	0.04825437	-0.1088374	284.1786	220.8683	318.627	-1.617741	0.279272	0.184304	-0.07534365	-0.286854	-0.1530317
-0.231428	0.04495513	-0.109967	284.4427	215.7679	324.0939	-1.633219	0.2929965	-0.1985836	-0.06912148	-0.2913877	-0.1368708
-0.2316576	0.0406363	-0.1116098	285.2878	212.202	327.7358	-1.696942	0.2055117	-0.2645117	-0.05761302	-0.3152522	-0.1409827
-0.2316035	0.03774571	-0.1158801	286.9431	210.6261	329.2081	-1.871547	0.09446037	-0.03604602	-0.03549713	-0.3226071	-0.1658744
-0.2317822	0.03385878	-0.117241	287.6922	206.2203	333.6773	-1.899861	0.02779433	-0.3469637	-0.01756417	-0.3272838	-0.1470567
-0.2319893	0.03081918	-0.1180558	288.1793	202.4145	337.8345	-1.810687	0.08875339	-0.6118926	-0.01829813	-0.3123704	-0.1267451
-0.232438	0.03011405	-0.1193948	288.9717	203.6098	336.6996	-1.564203	0.1037331	-0.2256913	-0.02614471	-0.2521032	-0.1033636
-0.2340958	0.0284754	-0.1208451	289.2035	202.6454	337.8308	-1.307456	0.1161303	-0.2852264	-0.02980657	-0.2319508	-0.09126811
-0.2339325	0.02655029	-0.1214546	289.6766	200.3127	340.3185	-1.266628	0.08987629	-0.4227059	-0.01751315	-0.2180698	-0.08198185
-0.2332132	0.02363968	-0.1234809	290.6254	199.3174	341.301	-1.315072	0.04535383	-0.3146771	-0.00355255	-0.2255471	-0.09589072
-0.2335435	0.02047288	-0.1255459	292.0581	198.1803	342.2956	-1.554729	-0.05728606	-0.2159321	0.00636636	-0.2462573	-0.1081102
-0.2333849	0.01761067	-0.1279372	293.2246	196.7749	343.8349	-1.665411	-0.03369651	-0.241035	0.007820671	-0.2474985	-0.1356657
-0.235034	0.01953602	-0.1288484	296.3546	199.455	341.333	-2.290576	-0.007374112	0.372443	-0.0336403	-0.1421769	-0.1143321
-0.2344612	0.01542318	-0.1299325	295.5151	201.1534	340.6887	-1.359292	0.4612305	0.3712834	-0.02337645	-0.1776331	-0.1145799
-0.2336536	0.01555252	-0.1309798	299.1198	201.8776	339.3754	-2.271641	0.1468725	0.9247831	0.00697996	-0.1408176	-0.1081478
-0.2335265	0.01434278	-0.1304692	300.0524	199.3737	342.0319	-2.162444	0.07421191	0.3474219	0.001801771	-0.1194478	-0.07574255
-0.2330259	0.01340973	-0.129806	299.9758	199.8986	341.4919	-1.605876	0.0602163	0.3463106	0.003085661	-0.1058879	-0.04639836
-0.2329167	0.01337433	-0.129963	298.47	200.3437	341.1877	-0.6847889	0.1024228	0.0823671	0.005631691	-0.08007919	-0.03793901
-0.2322975	0.01209545	-0.1300341	299.0508	199.1288	342.4341	-0.7496057	0.03663537	-0.0889733	0.0135747	-0.07909183	-0.03548285
											
											
::::::::: 4 :::::::::											
Position (X)	 Position (Y)	 Position (Z)	 Rotation (X)	 Rotation (Y)	 Rotation (Z)	 Ang Veloc (X)	 Ang Veloc (Y)	 Ang Veloc (Z)	 Velocity (X)	 Velocity (Y)	 Velocity (Z)
-0.1447126	0.008320093	-0.06013048	299.081	111.5998	344.0243	0.03271332	0.04545922	-0.06854469	0.009119517	-0.005004407	0.002460926
-0.1446378	0.008374453	-0.06027412	299.1204	111.5962	344.0433	0.02072279	0.03851397	-0.06711622	0.008645317	-0.003655769	-4.54E-05
-0.1446419	0.008323073	-0.0603472	299.1589	111.6354	343.9949	8.62E-05	0.0311566	-0.06552826	0.006872016	-0.003033289	-0.001708959
-0.1444163	0.008289099	-0.06038213	299.1929	111.6835	343.9546	-0.01363661	0.02206383	-0.0549245	0.007269578	-0.003055226	-0.002817444
-0.1444084	0.00834024	-0.06047177	299.1974	111.7019	343.9099	-0.01786157	0.01177265	-0.03787715	0.005622942	-0.001661401	-0.004125871
-0.1444523	0.008302808	-0.0605793	299.2173	111.7634	343.8032	-0.03645247	-0.003891356	-0.03008323	0.003407103	-0.00145249	-0.005209747
-0.1443787	0.008351564	-0.06061971	299.2173	111.8359	343.7185	-0.0430335	-0.01170414	-0.0130026	0.002829271	-0.000153504	-0.005456496
-0.1444327	0.00833714	-0.06063712	299.2166	111.8849	343.6445	-0.04479866	-0.0143967	-0.000500027	0.000604963	0.000507967	-0.004694383
-0.1444928	0.008369207	-0.06067395	299.2018	111.9369	343.56	-0.04541298	-0.0145763	0.009361248	-0.00082007	0.001756645	-0.003837806
-0.1444841	0.008439302	-0.06064141	299.209	111.9818	343.5194	-0.04162998	-0.0141796	0.008806014	-0.000909873	0.002394246	-0.002820484
-0.1444739	0.0083915	-0.06070435	299.2281	112.002	343.4943	-0.03632087	-0.005769058	0.003725096	-0.000808921	0.003081901	-0.001727524
-0.1445196	0.008499503	-0.06067431	299.2227	112.0226	343.4889	-0.02838484	0.004687874	0.003453969	-0.001614655	0.005192183	-0.00034051
-0.1445104	0.008692503	-0.06062806	299.2513	112.1623	343.3722	-0.04669219	0.01138959	0.001844775	-0.001794743	0.007902192	-7.00E-05
-0.1446656	0.00901413	-0.06064439	299.4032	112.5805	342.9507	-0.1390651	0.03137673	-0.02064764	-0.005056892	0.01494222	-0.001257253
-0.1449344	0.0097332	-0.06094384	299.6417	113.6059	341.9086	-0.3374011	0.07690562	-0.0244282	-0.01158077	0.03056811	-0.005294101
-0.145593	0.01118529	-0.06105161	299.7928	114.9095	340.5488	-0.5331872	0.1022999	0.04488525	-0.02498913	0.05801748	-0.007533009
-0.146853	0.01316381	-0.06098163	299.6472	116.1623	339.1218	-0.6443066	0.08272503	0.2260782	-0.05111416	0.09582096	-0.006111814
-0.1490199	0.01654589	-0.06051731	297.664	117.417	337.6786	-0.3288126	0.05029278	1.101393	-0.09411297	0.1576857	0.009741204
-0.1512264	0.02073157	-0.06030035	294.1762	118.877	336.2479	0.2159919	0.08876262	2.25028	-0.1294102	0.2190147	0.01331492
-0.153716	0.02847683	-0.06072819	290.0051	125.6656	329.6032	0.2036936	0.3239002	3.655772	-0.1529473	0.3493117	-0.001466912
-0.1560344	0.0367583	-0.06039476	288.7991	131.7414	322.4215	-0.276443	0.004176327	3.81343	-0.1650945	0.4607273	0.01059407
-0.1602242	0.04662895	-0.05752671	286.2488	130.789	322.8615	0.5116612	-0.2322446	3.594906	-0.2319339	0.5710395	0.07312759
-0.1635206	0.05204749	-0.05778456	282.3487	135.9111	318.2119	1.050167	0.001222098	4.098844	-0.2521199	0.5572016	0.0467126
-0.1663621	0.05714846	-0.05758703	282.8499	145.5363	307.6462	0.1045507	-0.18827	3.645442	-0.2530096	0.5325177	0.04027856
-0.1688324	0.06156576	-0.0570004	282.0663	151.6665	301.1752	0.03083108	-0.2227769	3.357487	-0.2486123	0.4976552	0.0446627
-0.1709216	0.0652777	-0.05735254	281.1404	153.8772	299.2179	0.2693945	-0.07994542	2.778392	-0.2323706	0.4380081	0.03730847
-0.1729696	0.06968236	-0.05591583	280.7535	159.6949	293.1527	0.1516312	-0.09908698	2.520803	-0.2218746	0.4111721	0.04550263
-0.1758233	0.07280958	-0.05505061	281.0445	164.5946	287.8188	-0.1209917	-0.2090397	2.198711	-0.2160445	0.3711182	0.05148541
-0.1773581	0.0753901	-0.05506909	280.8057	167.4739	284.4484	-0.05947034	-0.3294942	1.892839	-0.1923196	0.3143697	0.05273176
-0.1783371	0.07786107	-0.05354738	280.7832	169.64	281.8308	-0.09227688	-0.4098011	1.583468	-0.1671128	0.2756902	0.06113777
-0.1799109	0.07831693	-0.05264664	281.2618	168.8477	282.0555	-0.25551	-0.5369782	1.123985	-0.1476619	0.212432	0.06358033
-0.1805463	0.07843232	-0.05264461	281.3984	168.7905	281.8051	-0.2503173	-0.5218639	0.8382885	-0.1237156	0.150925	0.0553633
-0.1811715	0.07817483	-0.05180442	281.6148	167.4161	282.9975	-0.2640572	-0.4644727	0.4868387	-0.1025694	0.09614657	0.04969626
-0.1814306	0.0765022	-0.0515933	281.8245	165.3213	285.0193	-0.2403081	-0.4084903	0.1648201	-0.07327855	0.02649869	0.04062711
-0.1810471	0.07473004	-0.05098176	281.8431	163.0057	287.2249	-0.1338404	-0.3577901	-0.07710093	-0.04361555	-0.02530885	0.03952174
-0.1794042	0.07100058	-0.05119598	282.0125	158.3859	291.8768	-0.04402817	-0.2894704	-0.4418707	0.009744791	-0.0995551	0.02757832
-0.1766913	0.06759608	-0.0513345	282.0837	155.2218	295.1926	0.05326935	-0.2040782	-0.6016234	0.07720576	-0.1550795	0.01622465
-0.1725	0.06184793	-0.05063665	281.8187	148.6519	302.0678	0.4076308	-0.07320623	-0.9164575	0.156496	-0.2440959	0.01372247
-0.1690589	0.05406559	-0.05197632	283.093	139.8172	311.3178	0.3396775	0.02747167	-1.652021	0.2071096	-0.3561552	-0.01544432
-0.166615	0.05057979	-0.05385113	285.9936	137.7511	313.8022	-0.5070283	0.1293874	-2.213459	0.2145682	-0.3415718	-0.06009891
-0.167302	0.05030942	-0.05321443	287.7894	140.7998	310.1164	-1.214004	-0.1329674	-1.77537	0.129585	-0.2394343	-0.0428676
-0.1680622	0.04916203	-0.05288827	286.4116	139.8382	311.5583	-0.3863973	0.088757	-1.080943	0.08048052	-0.1947795	-0.01441462
-0.1667555	0.04688632	-0.05272615	285.8695	133.721	317.9634	0.3282908	0.06437186	-1.166547	0.08178397	-0.1974423	-0.006728235
-0.1648677	0.04155278	-0.05024838	287.2066	133.0829	318.0894	-0.07056081	-0.1526427	-1.229153	0.1047256	-0.2515484	0.02666719
-0.1623934	0.03643918	-0.05082822	288.0836	129.2554	321.9729	0.07918072	-0.1665165	-1.49976	0.1310889	-0.2959268	0.02475277
-0.1596713	0.03035796	-0.05103505	289.0113	123.0869	328.6648	0.5268962	-0.03928489	-1.896884	0.1495295	-0.3583979	0.01164843
-0.1573663	0.02606034	-0.05183434	290.4048	121.6239	330.664	0.3328063	0.1411822	-2.057846	0.1622902	-0.3583065	-0.011287
-0.1559935	0.0213455	-0.05218565	292.0084	118.909	333.627	0.3071261	0.1327371	-2.295575	0.1517293	-0.3763309	-0.01585902
-0.1537481	0.01521838	-0.05201221	293.5086	115.6497	337.2801	0.4494838	0.141504	-2.533565	0.1587238	-0.4195393	-0.01245706
-0.1525206	0.009276867	-0.05184984	295.4698	113.6062	339.2346	0.3142904	-0.00944223	-2.734967	0.1436439	-0.446051	-0.00158285
-0.150586	0.005473852	-0.05179548	297.0828	112.6633	340.1935	0.1264891	-0.05191255	-2.705262	0.1508631	-0.4180576	-0.000459377
-0.1543799	0.01441061	-0.0506804	302.7526	113.9449	337.7832	-1.016192	-0.6256754	-4.036736	-0.01136913	-0.1058416	0.03230262
-0.1525797	0.01548159	-0.05191255	292.9547	107.3407	345.5757	1.971422	-0.1329502	0.3031621	0.01268462	-0.06902735	0.009082315
-0.1508802	0.01626074	-0.05213654	296.9355	119.5686	333.5037	-0.7969533	0.2607582	-0.5507815	0.07065492	-0.02285138	-0.004117471
-0.1497938	0.01091838	-0.05198669	299.4984	112.7875	339.9657	-0.1356057	-0.1053787	-1.753098	0.06178484	-0.1158716	-0.0129428
-0.1491596	0.01023865	-0.05134487	300.1079	115.1505	337.7472	-0.5108205	0.04093931	-1.388007	0.05880499	-0.09477983	0.01078611
-0.1496446	0.009887338	-0.05083609	299.842	112.3474	340.5389	0.1751387	-0.0903418	-1.120341	0.03231663	-0.07107434	0.02488396
-0.1497937	0.01002216	-0.05087137	298.8574	112.8381	340.261	0.271374	0.03465604	-0.368561	0.01906404	-0.05204902	0.01812671
-0.1495142	0.009509444	-0.05104375	298.801	112.6681	340.4706	0.2604352	0.03892028	-0.2358731	0.02039943	-0.04626243	0.013309
-0.1493959	0.009387732	-0.05078661	299.33	112.2821	340.8207	0.1716802	-0.000261146	-0.3833948	0.01539602	-0.03925558	0.01411345
											
											
::::::::: 5 :::::::::											
Position (X)	 Position (Y)	 Position (Z)	 Rotation (X)	 Rotation (Y)	 Rotation (Z)	 Ang Veloc (X)	 Ang Veloc (Y)	 Ang Veloc (Z)	 Velocity (X)	 Velocity (Y)	 Velocity (Z)
-0.2316798	0.01079917	0.06013906	297.6572	20.68204	341.828	0.09193142	0.03713225	-0.00296869	0.003128368	-0.01188087	0.0185766
-0.2316407	0.0106461	0.06032825	297.8747	20.66387	341.9082	0.1681437	0.05630049	-0.02568642	0.003205708	-0.01326566	0.02157308
-0.2316514	0.01040459	0.06056762	298.0482	20.56912	342.0891	0.2015092	0.07219276	-0.0136935	0.00257489	-0.01435552	0.0218075
-0.2317627	0.01059365	0.06041777	298.0697	20.60428	342.1281	0.1597255	0.07556355	-0.003027056	0.000197262	-0.008625976	0.01555213
-0.2317183	0.01052439	0.06026554	298.0118	20.52222	342.213	0.1019204	0.05622567	0.02060162	0.000809784	-0.006497059	0.008918568
-0.2316334	0.0105685	0.06028068	298.0286	20.5114	342.2329	0.07750375	0.04552453	0.016979	0.001933826	-0.004383012	0.006266074
-0.2316263	0.01046002	0.06025887	298.0231	20.52736	342.2004	0.04604139	0.02374637	0.01152701	0.002653879	-0.002865435	0.003316366
-0.2316396	0.01060295	0.06034076	297.9866	20.52841	342.1655	0.01862364	0.009570066	0.003847512	0.001983876	-4.11E-05	0.002234203
-0.2317074	0.01057446	0.06025612	297.9774	20.51368	342.1638	0.008584514	-0.000147468	0.002782957	0.000923505	0.000810404	0.000370583
-0.2317127	0.0106535	0.06019366	297.982	20.59554	342.0784	0.001950342	-0.00127544	-0.009570132	0.001155041	0.003024157	-0.000912047
-0.2317276	0.01077855	0.06030679	297.9763	20.62867	342.0311	-0.006421898	-0.000724892	-0.01982339	0.000865641	0.004954414	-0.000322212
-0.2317086	0.01094413	0.06017518	297.947	20.76274	341.8791	-0.02566258	-0.000258421	-0.04299859	0.001715321	0.00842034	-0.003107738
-0.231706	0.01128042	0.05997181	297.9988	21.18308	341.4315	-0.02907762	0.007726557	-0.1187255	0.003184126	0.01485917	-0.00703728
-0.2315758	0.01186955	0.05973661	298.0737	21.78914	340.7717	-0.04010807	0.01931294	-0.2257977	0.005815508	0.02450915	-0.01077657
-0.2314329	0.01299322	0.05912113	298.2813	23.15984	339.3234	-0.05903167	0.05342489	-0.4583748	0.008445335	0.04583851	-0.02221917
-0.2310411	0.01453948	0.05804229	298.1419	24.38408	337.9562	-0.2138653	0.04347993	-0.5666906	0.0138073	0.0748968	-0.04352707
-0.2308057	0.01774168	0.05615962	296.8985	26.3083	335.9609	-0.8035033	0.09663893	-0.5383361	0.01567649	0.133724	-0.07997458
-0.2305583	0.02262652	0.0530057	293.535	29.23342	332.8395	-2.137569	0.1000963	-0.2413096	0.01841343	0.2208307	-0.1371502
-0.2299333	0.02787292	0.05057824	290.2296	34.85032	327.0044	-3.228019	0.1498358	-0.202667	0.02697108	0.2886067	-0.1570919
-0.2298083	0.03781629	0.04838872	288.5476	43.06195	318.1627	-3.667578	0.07441355	-0.642506	0.02083352	0.4616942	-0.1749182
-0.230948	0.04708385	0.04308677	285.688	43.35824	317.8168	-3.692472	-0.002679227	0.3102112	-0.008902	0.5661892	-0.2570965
-0.2302287	0.05352616	0.03883755	282.416	53.67533	307.8987	-4.327729	0.2700138	0.5565737	0.007177098	0.5636423	-0.2900674
-0.2300584	0.05838525	0.0363158	282.142	62.14631	299.0756	-3.948589	0.1800276	0.1581715	0.01163164	0.5440129	-0.2831311
-0.2294199	0.06253099	0.03395844	281.6441	66.04234	295.0925	-3.338669	0.1496116	0.1526573	0.01759271	0.4941663	-0.2687267
-0.2289264	0.06637919	0.03135693	281.124	70.21273	291.4174	-2.809409	0.3251582	0.2030162	0.02616047	0.4537071	-0.2611183
-0.2287325	0.07016408	0.02809572	280.3465	76.90701	285.0783	-2.575757	0.4390538	0.31512	0.02629711	0.3981479	-0.2544841
-0.2279611	0.07229674	0.02708268	280.1094	78.69392	283.6	-2.000836	0.4554928	0.3206351	0.03081931	0.3319091	-0.2140148
-0.2279072	0.07435226	0.0256294	280.1319	80.37997	281.9056	-1.593356	0.3551945	0.2030951	0.0255417	0.2923084	-0.1919007
-0.2286	0.07732391	0.02374208	280.246	84.98183	277.0516	-1.465788	0.1907116	0.05449807	0.004682904	0.2575587	-0.1665393
-0.2289453	0.07827747	0.02416813	280.1352	86.30727	275.4018	-1.205286	0.01397718	0.0711459	-0.01124315	0.2030291	-0.1163817
-0.2301591	0.07950675	0.02356791	280.447	85.91954	275.2881	-0.8626307	-0.1965452	-0.08653117	-0.03203123	0.1582628	-0.0828269
-0.2309347	0.0789144	0.02416658	280.711	86.17477	274.5491	-0.669153	-0.3427496	-0.181741	-0.04275585	0.1003003	-0.04236248
-0.2312861	0.07702875	0.02566218	280.7699	83.85858	276.5827	-0.3132058	-0.3883034	-0.146565	-0.04136822	0.02042782	0.006804016
-0.2318284	0.07527709	0.02687526	280.7943	80.74453	279.5044	0.0159794	-0.3853856	-0.0989483	-0.03974177	-0.03849202	0.04297783
-0.2319108	0.07057118	0.0298804	281.074	73.55673	286.6188	0.5908251	-0.3669029	-0.05880973	-0.03142286	-0.1386053	0.1092918
-0.2318982	0.06390202	0.03424203	281.0948	64.05823	296.2642	1.166565	-0.2757812	0.2223258	-0.02222047	-0.2649637	0.187912
-0.2319674	0.05535376	0.03997958	282.2099	51.42063	309.2487	2.072876	-0.1578839	0.3454301	-0.009598417	-0.4096706	0.2809351
-0.2313028	0.04528582	0.04508054	285.1509	41.15077	319.5699	3.155424	-0.2319967	0.06875469	0.009762173	-0.5419134	0.3432808
-0.231557	0.03528833	0.04946136	288.3691	35.72297	324.8057	3.79763	-0.3547604	-0.3095753	0.008232639	-0.6326361	0.362772
-0.2317063	0.02815855	0.05354643	291.403	33.54899	326.8856	4.034079	-0.3749694	-0.7373424	0.01174092	-0.6285525	0.3524025
-0.2314904	0.02571809	0.05280709	293.4108	33.26286	326.9319	3.656266	-0.3964777	-0.9698437	0.01087638	-0.5000631	0.2514383
-0.2326238	0.02368844	0.05122805	293.4787	30.97313	329.7921	2.985322	-0.1363166	-0.3801245	-0.000614255	-0.3928891	0.1600804
-0.2311526	0.02723968	0.0476172	291.2941	32.12868	329.4233	1.410214	0.2339592	0.07033092	0.03740815	-0.2031166	0.02645332
-0.2301567	0.0238663	0.04980302	291.1634	32.91514	328.5984	0.822572	0.206066	0.02850132	0.0444233	-0.1781363	0.02596019
-0.2312398	0.02117705	0.04955089	291.3138	31.10065	330.537	0.7973613	0.149893	0.2207485	0.01751555	-0.1807429	0.02552699
-0.2311751	0.01631248	0.05255067	292.36	29.11013	332.565	1.074755	0.06288762	0.222928	0.002566929	-0.2133383	0.06008507
-0.2319245	0.01440871	0.05374992	292.879	27.64738	333.9221	1.078592	-0.03630288	0.2560906	-0.01610055	-0.2014437	0.07309827
-0.2327526	0.01654696	0.05457032	293.5226	25.35892	336.4763	1.23404	-0.00833349	0.4466532	-0.0354068	-0.1062436	0.06048953
-0.2325713	0.01452065	0.05521536	293.149	24.31353	337.6516	0.8537296	0.01606561	0.5803828	-0.03090084	-0.1202762	0.05586854
-0.2327331	0.01329756	0.05599368	294.5748	25.29655	336.7074	1.099362	0.04153377	0.0681106	-0.02465733	-0.1171563	0.05865316
-0.2323999	0.01208949	0.05660498	295.5209	22.9744	338.9964	1.307636	-0.05972181	0.2403857	-0.01806656	-0.122439	0.05220259
-0.2326546	0.01084781	0.05738676	296.259	22.83959	339.2281	1.274884	-0.01573664	0.09069574	-0.02107644	-0.1195575	0.05611952
-0.2331413	0.01083171	0.05769086	296.7934	22.02594	340.1419	1.214997	-0.009750016	0.1325821	-0.02344989	-0.1059587	0.05229115
-0.2324971	0.01078856	0.05805886	296.7259	22.21656	339.9839	0.8449477	0.01378476	0.07648822	-0.007944384	-0.08591745	0.03946459
-0.2328544	0.01107097	0.05754042	296.8168	22.0851	340.1136	0.6567395	0.003883087	0.06470286	-0.008311195	-0.06790609	0.02536788
-0.2330176	0.01117027	0.0579797	296.6419	21.89103	340.2769	0.4080462	-0.01471091	0.09743319	-0.008195022	-0.05281956	0.02044259
-0.2325793	0.01132464	0.05820847	296.6391	21.79983	340.3361	0.2952444	-0.02794967	0.08797322	0.000111089	-0.0404672	0.01660115
											
											
::::::::: 6 :::::::::											
Position (X)	 Position (Y)	 Position (Z)	 Rotation (X)	 Rotation (Y)	 Rotation (Z)	 Ang Veloc (X)	 Ang Veloc (Y)	 Ang Veloc (Z)	 Velocity (X)	 Velocity (Y)	 Velocity (Z)
-0.3264687	0.0118444	-0.003624558	296.4356	297.2707	345.47	0.03549027	-0.01537314	0.02332676	-0.001579734	-0.002214904	0.006328375
-0.3266542	0.01173425	-0.003616452	296.4898	297.2292	345.5166	0.02869717	-0.01062331	0.04218467	-0.004286454	-0.003229338	0.005565701
-0.3267069	0.01166666	-0.003551126	296.507	297.2141	345.545	0.01807049	-0.00345346	0.03685709	-0.004894686	-0.003936355	0.004783656
-0.3268221	0.01162648	-0.00352788	296.5674	297.1965	345.5773	0.01927805	0.000779785	0.05247239	-0.006203554	-0.003890081	0.00403897
-0.3268158	0.01165414	-0.003450751	296.58	297.2141	345.5671	0.01519241	0.005557125	0.04407658	-0.005458893	-0.003289021	0.004058682
-0.3270469	0.01167476	-0.00336349	296.6281	297.2103	345.57	0.02048572	0.004427308	0.04370859	-0.006605365	-0.002941641	0.003793286
-0.3270325	0.01155794	-0.003552198	296.6276	297.225	345.5557	0.01908138	0.002644425	0.03281288	-0.004847711	-0.002834048	0.001036639
-0.3269105	0.01166892	-0.003508568	296.6288	297.2196	345.5701	0.009083132	0.004773933	0.0245811	-0.003108885	-0.000877296	9.45E-05
-0.3269307	0.01176775	-0.003632665	296.6343	297.2274	345.5749	0.008616063	0.008989846	0.02071489	-0.002505124	0.001109151	-0.001402894
-0.326928	0.01199937	-0.003675222	296.6257	297.3148	345.5141	0.01646528	0.01987862	0.008742345	-0.001602044	0.006280832	-0.002241235
-0.3269303	0.01251471	-0.003684759	296.6118	297.5987	345.2567	0.05010495	0.040041	-0.02555711	-3.94E-05	0.01585934	-0.003057855
-0.3265646	0.0134685	-0.003858685	296.6817	298.445	344.4727	0.1795661	0.08947554	-0.06411911	0.009209225	0.03735793	-0.007123666
-0.3259447	0.01513231	-0.004332662	296.4566	299.5205	343.434	0.2606615	0.1276066	-0.227469	0.02227367	0.07057533	-0.01579643
-0.3248865	0.01773107	-0.005354762	295.7551	300.1989	342.5905	0.1786568	0.06097794	-0.5157883	0.04553001	0.1191855	-0.03693273
-0.3231413	0.01999807	-0.006327271	293.7629	300.0649	342.5704	-0.2958241	-0.02647535	-1.124565	0.07538381	0.1472935	-0.05665315
-0.3214126	0.02495706	-0.00799942	288.8152	299.4862	343.2294	-1.300606	-0.02006296	-2.543286	0.09677101	0.2253536	-0.0837962
-0.3204066	0.03256154	-0.00987339	287.2435	303.7179	337.5954	-0.6893948	-0.4680185	-2.892127	0.1000902	0.3552535	-0.1041007
-0.3168295	0.04063582	-0.01252055	285.9767	307.185	333.1541	-0.4358212	-0.6505857	-2.868446	0.1637863	0.4651583	-0.1452378
-0.3135397	0.0463382	-0.01263463	282.3057	309.1484	331.5134	-1.103143	-0.3524333	-3.420753	0.2053735	0.4789161	-0.1033969
-0.3110571	0.05140471	-0.01211476	281.5356	318.6357	321.7788	-0.453702	-0.2352832	-3.341554	0.212389	0.4701478	-0.0624483
-0.3084095	0.05508709	-0.01167023	281.0454	326.8292	313.4826	-0.09639567	-0.1197507	-3.128349	0.2193946	0.4296471	-0.03307514
-0.3062815	0.05835259	-0.01056445	280.0233	330.8434	309.968	-0.2800982	0.1312352	-2.726144	0.2125602	0.3895128	-0.001536838
-0.3036208	0.06192994	-0.009557605	279.6892	337.0197	304.0215	-0.1551254	0.2439265	-2.418901	0.2149932	0.3640905	0.02040873
-0.3013559	0.0665561	-0.01054943	279.4184	345.0774	295.9102	-0.01477061	0.2068234	-2.325165	0.2141879	0.353339	0.008343531
-0.2997189	0.0691191	-0.009972811	279.0457	350.8742	290.1601	-0.07104727	0.1991478	-2.09119	0.1946577	0.3118444	0.01387992
-0.2969949	0.07210171	-0.009495258	279.1394	356.3007	284.66	0.01582447	0.1342193	-1.862668	0.1928302	0.2895733	0.01689261
-0.2960008	0.07469261	-0.01010621	279.2961	0.5554558	280.2825	0.1052721	0.07505893	-1.643512	0.1661408	0.2587653	0.009771682
-0.2953037	0.07600939	-0.00949645	279.3141	2.679706	278.2157	0.07866155	0.08662163	-1.33297	0.1377072	0.215961	0.01813933
-0.2939442	0.07777059	-0.008517742	279.5233	4.348722	276.6852	0.1371615	0.1309846	-1.063752	0.1207154	0.1880389	0.03089864
-0.2928085	0.07944131	-0.008385301	279.7146	6.872628	274.2815	0.164971	0.1490586	-0.9349335	0.1106874	0.1731091	0.03069946
-0.2921264	0.08021176	-0.007851481	279.6256	8.688935	272.661	0.06857911	0.2024562	-0.773229	0.09198729	0.1405874	0.03377546
-0.2916492	0.07999671	-0.007539511	279.857	8.21878	273.2262	0.1458944	0.1693968	-0.5370762	0.07072888	0.09782143	0.03300066
-0.2922029	0.07892656	-0.007017493	280.0353	7.395597	274.0236	0.1904451	0.1073855	-0.3349607	0.03564377	0.04844658	0.03185822
-0.2934142	0.07748473	-0.00695467	280.1629	4.140198	277.1898	0.2221328	0.01664238	0.000724259	-0.00697101	-0.001272605	0.02638332
-0.2939695	0.07626832	-0.006811976	280.4033	1.742902	279.5007	0.2673605	-0.0593398	0.1878923	-0.02703865	-0.03145071	0.02232317
-0.2957352	0.07369637	-0.006367326	280.5732	358.2077	282.8868	0.2711645	-0.1298257	0.4014177	-0.0630508	-0.08071616	0.02242466
-0.2976495	0.07024419	-0.00647974	281.0268	353.0255	287.8776	0.3618261	-0.2120074	0.7015489	-0.09511352	-0.1397688	0.02054362
