::::::::: 1 :::::::::											
Position (X)	 Position (Y)	 Position (Z)	 Rotation (X)	 Rotation (Y)	 Rotation (Z)	 Ang Veloc (X)	 Ang Veloc (Y)	 Ang Veloc (Z)	 Velocity (X)	 Velocity (Y)	 Velocity (Z)
-0.3000995	0.06596136	-0.006273627	281.7418	347.5977	293.1011	0.4855606	-0.3002132	1.005565	-0.1320352	-0.2053163	0.02249998
-0.3025082	0.06212044	-0.005395889	283.0838	343.0928	297.3843	0.815639	-0.3638882	1.266105	-0.1564131	-0.238526	0.03314235
-0.3045132	0.05836511	-0.005584121	283.939	340.0288	300.1994	0.864865	-0.4045392	1.322595	-0.1610953	-0.2582903	0.02768597
-0.3059779	0.05548513	-0.005021572	284.5324	337.2553	303.1394	0.7600479	-0.2773544	1.339489	-0.1541407	-0.2568372	0.03408294
-0.3066087	0.05196428	-0.003827214	284.5741	333.4089	307.3022	0.3730828	-0.09657588	1.378143	-0.1265966	-0.2676094	0.05055749
-0.3087	0.04746032	-0.003564715	285.1619	330.4937	310.4372	0.3104193	-0.004355751	1.420878	-0.1354759	-0.2936542	0.05755307
-0.3108695	0.04218876	-0.002500296	286.1806	326.1986	314.821	0.3306315	-0.03647735	1.687556	-0.1475549	-0.3470683	0.06752244
-0.3126243	0.03632557	-0.001287222	287.1721	323.7766	317.176	0.4118446	-0.09742114	1.716857	-0.1506564	-0.3896143	0.07009701
-0.3146626	0.0307492	-0.001286149	287.6727	319.954	321.044	0.1697025	-0.1205657	1.776218	-0.1549021	-0.4108146	0.0589148
-0.3161001	0.02878428	-7.68E-05	289.9139	322.13	319.0129	1.058548	-0.01477178	1.660983	-0.1409465	-0.3451285	0.07254449
-0.3160705	0.02852511	-0.001344442	290.8762	323.3088	316.9589	1.20778	-0.3301511	1.234752	-0.0990459	-0.2553363	0.01976147
-0.317122	0.02561867	-0.002161741	289.9296	318.2493	322.4544	0.1341304	-0.1902235	1.247598	-0.09121127	-0.2428285	0.003817495
-0.3193216	0.02154493	-0.002318501	290.2757	313.18	327.7368	-0.3231884	-0.1706207	1.549255	-0.1169563	-0.2797169	0.001414088
-0.3223157	0.01421106	-0.000757814	293.0737	311.0367	329.8829	0.2740478	-0.2006471	2.221821	-0.1606801	-0.3707066	0.0285876
-0.3265887	0.01066053	7.30E-05	295.8263	309.83	330.845	0.8138887	-0.317017	2.593016	-0.223259	-0.3470523	0.03867774
-0.3255146	0.01661503	-0.000356197	298.9499	307.882	333.9021	0.9782274	0.1124883	3.321961	-0.1365266	-0.1012498	0.01555581
-0.3231635	0.0109812	-0.00196743	293.3376	301.3818	340.2099	-1.575733	-0.1456886	1.013128	-0.02629779	-0.2001947	-0.03227731
-0.3244496	0.01284111	-0.002840877	293.886	309.7099	332.6077	-0.08900931	0.4610135	0.1346757	-0.05461063	-0.1109007	-0.03248186
-0.3262392	0.01050794	-0.002761602	296.7345	300.7316	341.0666	-0.6220146	-0.1601816	1.797311	-0.06950434	-0.1436004	-0.02664317
-0.3271426	0.009138107	-0.003018618	298.2918	300.1419	341.9532	-0.2586154	-0.06143922	1.999718	-0.06905033	-0.1437829	-0.02317795
-0.327026	0.009446859	-0.002951741	298.587	300.2916	341.8362	-0.1724171	-0.04184121	1.618326	-0.04933864	-0.1130046	-0.03136099
											
											
::::::::: 7 :::::::::											
Position (X)	 Position (Y)	 Position (Z)	 Rotation (X)	 Rotation (Y)	 Rotation (Z)	 Ang Veloc (X)	 Ang Veloc (Y)	 Ang Veloc (Z)	 Velocity (X)	 Velocity (Y)	 Velocity (Z)
-0.2950296	0.01011348	-0.08934081	298.0079	205.4226	348.2303	-0.0254912	-0.0132681	0.04355768	-0.00350713	0.000577894	-0.003564729
-0.2952113	0.01040554	-0.08937025	298.0104	205.445	348.2081	-0.0208263	-0.009907556	0.03334805	-0.002825176	0.00187329	-0.002225384
-0.2952898	0.0103575	-0.08940744	298.0225	205.4409	348.2115	-0.01945601	-0.007305752	0.02306118	-0.002255975	0.00178092	-0.002141319
-0.2952785	0.01039028	-0.0894376	298.0294	205.4402	348.2116	-0.01661808	-0.005578071	0.01781274	-0.001334781	0.002093958	-0.002302926
-0.2953329	0.0105778	-0.08946526	298.0305	205.435	348.2341	-0.01565394	0.001770184	0.007563522	1.19E-05	0.003104601	-0.001987003
-0.2952387	0.01040828	-0.0893563	298.0247	205.431	348.2506	-0.01097482	0.006051816	0.001771002	0.000229717	0.003628371	-0.001971885
-0.2952163	0.01054835	-0.08934247	298.0317	205.463	348.2288	-0.007873565	0.01010771	0.006293969	0.000709012	0.00613656	-0.001019701
-0.2953987	0.01116204	-0.08955002	298.035	205.5633	348.132	0.003093809	0.01616876	0.02394223	0.000565964	0.01171654	0.000220191
-0.2953007	0.01124537	-0.0893029	298.0665	205.8197	347.8712	0.01280856	0.02331989	0.06958522	0.000458425	0.01652107	0.002885852
-0.2952858	0.0118022	-0.08907092	298.1171	206.3648	347.319	0.03607748	0.03995462	0.1513851	0.000701146	0.02503564	0.007484521
-0.2950377	0.01311612	-0.08866274	298.0682	207.2227	346.4002	0.1229043	0.04632596	0.2549003	0.006139871	0.04930837	0.01732023
-0.2946406	0.01479244	-0.08771873	297.8661	207.7547	345.7214	0.2309027	0.007405402	0.270714	0.01365141	0.08138444	0.03441608
-0.2939273	0.01689172	-0.08652711	297.1649	208.528	344.7722	0.5106988	-0.02406944	0.2232337	0.02748693	0.1101693	0.0542736
-0.2929545	0.02085328	-0.08451211	293.9015	208.2001	344.9203	1.51853	-0.1055533	-0.4728499	0.04594902	0.172065	0.08855732
-0.2921525	0.02662241	-0.08247328	289.8423	210.8582	342.1348	2.776431	-0.05182676	-0.7909065	0.05643895	0.2676502	0.1129125
-0.2910506	0.03392959	-0.08107591	287.6496	216.5176	335.5259	3.258721	-0.2530358	-0.3643208	0.06707413	0.3680341	0.1150213
-0.2877731	0.04291248	-0.07780874	286.0909	215.6056	335.6003	3.033944	-0.4987767	-0.7967179	0.1219817	0.4811226	0.1727327
-0.2885171	0.04726863	-0.07538462	283.0493	214.9391	336.5789	3.203599	-0.3004149	-1.369131	0.08533612	0.4610465	0.1884929
-0.2896654	0.05082178	-0.07342505	282.7814	225.4397	325.9742	3.055658	-0.1175217	-0.3764606	0.03475434	0.4250936	0.1833053
-0.2889654	0.05473554	-0.07073617	282.7803	231.0672	320.1432	2.68999	-0.06780017	0.003845494	0.03270547	0.4114679	0.2002631
-0.2891021	0.05763459	-0.0683372	280.9179	234.0687	317.6166	2.60046	0.1388022	-0.4416113	0.01834994	0.3758611	0.2013699
-0.2895865	0.06094086	-0.066293	280.3714	238.7451	313.0449	2.322143	0.1777125	-0.3016586	0.002233085	0.3543907	0.1961248
-0.2898095	0.06304145	-0.06442559	280.3433	244.2149	307.4426	2.086287	0.1427253	-0.08263511	-0.001572278	0.3082826	0.1867102
-0.2893473	0.06547284	-0.06310368	280.0512	246.9883	304.8292	1.74658	0.1766093	-0.05185222	-0.004130805	0.275621	0.1640258
-0.2895246	0.06724918	-0.06177115	280.1617	249.7602	302.0073	1.46528	0.1320253	0.07991767	-0.00740677	0.2444415	0.1518653
-0.29074	0.06942093	-0.06078923	279.8173	253.1388	298.7514	1.302277	0.1641909	-0.006682995	-0.01600329	0.2050566	0.1365397
-0.2905005	0.07129014	-0.05957091	279.7616	254.8222	297.1756	1.070567	0.166934	0.02271133	-0.01751868	0.1844572	0.1255087
-0.2908806	0.07219052	-0.05876863	279.9347	256.6441	295.4261	0.903111	0.1667425	0.1055211	-0.02204051	0.1581154	0.1112568
-0.2919762	0.07348788	-0.0581398	279.74	258.9236	293.3176	0.7926337	0.2011053	0.03058855	-0.02668429	0.1279512	0.09536343
-0.2915365	0.07399333	-0.05732048	279.7672	259.4089	292.9433	0.6196967	0.1903058	0.04910355	-0.02232206	0.104355	0.08209826
-0.2915072	0.07327533	-0.05760038	280.056	258.9643	293.3754	0.4244699	0.1387836	0.1368034	-0.01634723	0.06217835	0.05480456
-0.2915548	0.07182467	-0.05809104	280.0809	257.6472	294.6077	0.2126808	0.06531349	0.09113167	-0.009329364	0.01067241	0.01997521
-0.2908822	0.06952441	-0.0593487	280.4321	253.6895	298.4136	-0.13665	-0.03810765	0.1469948	-0.000110219	-0.04259563	-0.0213263
-0.2906448	0.06765199	-0.06049776	280.8417	251.4681	300.4193	-0.2840003	-0.1240872	0.2171542	0.005152856	-0.07419161	-0.0419695
-0.2906303	0.06430221	-0.06191742	281.2287	247.7243	303.9252	-0.5471468	-0.2164266	0.2124082	0.008475007	-0.1354312	-0.07325327
-0.2909149	0.06177008	-0.06354308	281.8438	244.7191	306.8317	-0.7150517	-0.2322183	0.288766	0.003254975	-0.1602992	-0.09013414
-0.2910156	0.05888271	-0.06507528	282.8652	242.4879	308.8044	-0.8600351	-0.2961773	0.4892804	7.77E-05	-0.1858141	-0.1022974
-0.2913652	0.0564692	-0.06644177	283.6186	240.5876	310.6878	-0.9477056	-0.2381007	0.5597365	-0.006906293	-0.1951564	-0.1054346
-0.2921529	0.05498803	-0.06757951	284.2713	239.3841	311.8517	-0.9292002	-0.2165012	0.5833452	-0.01402126	-0.1835011	-0.09576628
-0.2924265	0.05258548	-0.06824875	284.2441	236.7482	314.5642	-0.9162196	-0.1586019	0.2932487	-0.01653709	-0.1918855	-0.08646026
-0.2935463	0.04779077	-0.07106137	284.5906	231.2604	320.3575	-1.223853	-0.05844579	0.007794611	-0.03587333	-0.2676608	-0.1110523
-0.2956952	0.04277444	-0.07445037	285.4054	226.8307	324.9547	-1.478216	-0.04348967	-0.08513441	-0.05153204	-0.3339123	-0.1414688
-0.2969792	0.03526163	-0.07792544	287.7103	223.0245	328.974	-2.073168	-0.02072904	0.2654024	-0.06832875	-0.4217204	-0.1859536
-0.2976452	0.02840197	-0.08093143	290.3581	220.4483	331.3797	-2.556768	-0.1475541	0.6490889	-0.06601615	-0.4752983	-0.2012242
-0.2968951	0.02165961	-0.08187401	291.7177	217.4133	334.2285	-2.587644	-0.247122	0.5060766	-0.03792407	-0.4965974	-0.1782654
-0.2969979	0.01683223	-0.0831852	292.6922	213.9306	337.995	-2.596118	-0.1635845	0.1593348	-0.02993693	-0.4777516	-0.1611267
-0.2977889	0.01379001	-0.08505392	294.9502	214.4181	337.5416	-2.637816	-0.1238053	0.7228948	-0.0390932	-0.4276238	-0.1492523
-0.2998438	0.01601565	-0.09006381	296.6472	217.679	334.5218	-2.169152	0.1117107	1.382586	-0.06694917	-0.2555321	-0.2212478
-0.2988307	0.02196896	-0.08558023	300.8926	212.2926	339.2045	-3.522302	-0.495795	1.012237	-0.01828264	-0.06157398	-0.0485081
-0.2971388	0.020612	-0.08564031	290.874	213.0288	339.6004	0.8455014	0.2579144	-1.144753	0.02639559	-0.06727577	-0.01460785
-0.2994264	0.02356768	-0.08895254	293.8003	218.8087	333.8658	0.1480266	0.3457659	0.4032413	-0.002231994	0.002275144	-0.07535411
-0.2994626	0.01928079	-0.08904994	296.5104	210.3027	342.1983	-1.272427	-0.03854603	-0.3483919	-0.01649498	-0.07463235	-0.0705905
-0.299197	0.01805627	-0.0912571	297.9759	212.111	340.558	-1.36137	0.07039658	0.3202742	-0.0168472	-0.07176065	-0.09749358
-0.2990702	0.01597619	-0.09227765	299.3985	209.4639	343.223	-1.772486	-0.05325356	0.05290436	-0.005233014	-0.08469164	-0.09949038
-0.298734	0.01558328	-0.09256601	300.178	207.7549	345.0267	-1.741741	-0.08634993	-0.115506	0.006718762	-0.07063223	-0.08060585
-0.2987612	0.01602578	-0.09243095	298.7745	207.2419	345.7247	-0.8558161	-0.02238724	-0.4893866	0.007508075	-0.04299784	-0.05528503
-0.298713	0.01574481	-0.09261155	297.8591	207.1444	345.9072	-0.3275623	0.0168157	-0.5657074	0.000909653	-0.02705146	-0.05138491
-0.2989297	0.0157522	-0.09321165	298.0515	207.3205	345.7058	-0.2844578	0.01206343	-0.3656692	-0.004711171	-0.01988091	-0.05208407
-0.2991726	0.01574278	-0.09303474	298.4338	207.1927	345.8658	-0.3264257	0.01165176	-0.2488625	-0.007339663	-0.01340162	-0.0450651
-0.2992066	0.01567864	-0.09332025	298.256	206.9316	346.1366	-0.2072097	0.005514655	-0.2506852	-0.01045459	-0.008068788	-0.04284436
											
											
::::::::: 8 :::::::::											
Position (X)	 Position (Y)	 Position (Z)	 Rotation (X)	 Rotation (Y)	 Rotation (Z)	 Ang Veloc (X)	 Ang Veloc (Y)	 Ang Veloc (Z)	 Velocity (X)	 Velocity (Y)	 Velocity (Z)
-0.1802257	0.009716868	-0.04730296	298.9335	116.2269	343.6169	-0.0537212	0.01044631	0.0831526	-0.007984714	0.01922664	0.001987766
-0.1807131	0.01061702	-0.04710996	298.8152	116.8219	342.9957	-0.1194149	0.0258583	0.1591766	-0.01710749	0.03464012	0.005416122
-0.1810301	0.01131999	-0.04716206	298.6021	117.1764	342.609	-0.1196224	0.02320887	0.224427	-0.02078833	0.04458123	0.004082292
-0.1817206	0.01257432	-0.04702163	298.2774	117.5694	342.1056	-0.1145946	-0.000747779	0.327606	-0.03109391	0.06224907	0.005838913
-0.1825287	0.01421678	-0.04688466	297.2928	118.0133	341.5777	0.006888127	-0.01146204	0.6313945	-0.04204981	0.08447556	0.008348295
-0.1834625	0.01700163	-0.04680765	296.1161	119.214	340.3271	0.02822615	0.02260582	0.9948291	-0.05905478	0.1266148	0.007424587
-0.1851035	0.02033865	-0.04684007	294.6493	122.2716	337.2768	-0.1102539	0.1355678	1.503868	-0.08081825	0.1688562	0.006191411
-0.1866825	0.025599	-0.0472362	291.9335	126.6903	332.6821	-0.08007178	0.1777954	2.381072	-0.09491355	0.2444208	-0.000581021
-0.1881387	0.03191423	-0.04546273	290.68	128.0059	330.7224	0.05773388	-0.04693605	2.335212	-0.109476	0.3288072	0.0418916
-0.1900301	0.03531909	-0.04515481	288.338	126.238	332.76	0.8277179	-0.004045136	2.341257	-0.1262863	0.3266357	0.03498156
-0.1917258	0.03919625	-0.0454706	287.8474	131.2911	327.4823	0.2385578	0.03139457	2.281459	-0.1329769	0.3362273	0.02253881
-0.1936419	0.04263425	-0.04497933	286.8947	134.3037	324.2474	0.1463615	-0.005094141	2.242726	-0.1450108	0.3290909	0.02773101
-0.1952561	0.04631281	-0.04547882	285.9199	136.0594	322.6005	0.2462998	0.06834941	2.044602	-0.1437044	0.3185931	0.01529747
-0.1966443	0.05037081	-0.04519153	285.4567	139.2383	319.3044	0.06696661	0.06081653	1.904209	-0.1445062	0.3239091	0.01294243
-0.1986744	0.05479038	-0.04544353	284.6215	143.8283	314.6695	0.01621258	0.09417716	1.987342	-0.1526085	0.3323079	0.009669742
-0.2007197	0.05830026	-0.0450784	283.953	146.4781	312.0129	0.08481081	0.09797525	1.841192	-0.15955	0.3250372	0.01255787
-0.2023693	0.06139064	-0.04471076	283.4748	150.0027	308.3748	0.04234745	0.07225457	1.756667	-0.1575716	0.3093322	0.01682286
-0.2037601	0.06374538	-0.04443288	283.3778	152.3767	305.8666	-0.06849474	0.016102	1.49534	-0.1433711	0.2808668	0.01739263
-0.2054666	0.06704831	-0.04458153	283.2162	155.513	302.4643	-0.1243436	-0.06216201	1.406095	-0.1445067	0.274802	0.01928974
-0.2064101	0.06919861	-0.04411805	282.4348	158.5917	299.3591	0.09052262	-0.02781631	1.410776	-0.1302161	0.2473713	0.02450215
-0.2077257	0.07071507	-0.04388547	282.372	159.3081	298.5476	0.06197996	-0.06295969	1.091638	-0.1166987	0.2119728	0.02172066
-0.2087903	0.07269943	-0.04337335	282.2896	161.1264	296.5884	0.03020886	-0.08152736	0.9643674	-0.1081828	0.193203	0.02564796
-0.208768	0.07332695	-0.04297531	282.0331	161.9741	295.6981	0.09692553	-0.07067879	0.7966042	-0.07889847	0.1511283	0.02666777
-0.2096875	0.07406843	-0.04264462	281.8799	162.896	294.6968	0.1106949	-0.08296829	0.6639993	-0.06928737	0.1230209	0.02590863
-0.2092073	0.07330251	-0.04250598	281.8709	162.421	295.0894	0.09669133	-0.09751683	0.4430096	-0.03738955	0.06932279	0.02315194
-0.207897	0.07171679	-0.04236567	282.3652	159.8699	297.4156	-0.0758778	-0.1946781	0.0309469	0.008982756	0.004948067	0.01895043
-0.2074467	0.07077241	-0.04210615	282.4634	159.0052	298.1166	-0.07432274	-0.2301009	-0.07552813	0.02639987	-0.02529783	0.01862554
-0.2059847	0.06851375	-0.041816	282.765	156.3842	300.6258	-0.0947002	-0.2450907	-0.355722	0.05787851	-0.07876704	0.01437367
-0.204843	0.06620479	-0.04193366	283.245	154.086	302.7943	-0.1670165	-0.2584171	-0.5428206	0.07328215	-0.1136457	0.00856011
-0.20319	0.06221998	-0.04176176	283.5739	150.9229	305.8923	-0.1055783	-0.2559239	-0.7485636	0.09883079	-0.1787251	0.003499457
-0.2008413	0.05690753	-0.04195535	283.8612	145.528	311.361	0.1126382	-0.2153959	-1.090733	0.1326418	-0.2678153	-0.006988303
-0.1973083	0.04997623	-0.04306066	284.7317	139.7231	317.4814	0.167682	-0.0927156	-1.558229	0.1890913	-0.3696359	-0.03406995
-0.1940126	0.04529953	-0.04490745	288.152	139.8203	317.5759	-0.9932525	-0.02766787	-2.101716	0.2253335	-0.3858842	-0.07384864
-0.191721	0.03927851	-0.0445385	292.0027	140.3101	315.7364	-2.094204	-0.5482855	-2.375051	0.2173859	-0.4218291	-0.05442077
-0.1893034	0.03332162	-0.04485834	293.0041	138.2937	317.8765	-1.693544	-0.4224738	-2.306132	0.2204039	-0.4485205	-0.04044523
-0.1864461	0.02559912	-0.04533947	294.8968	130.951	325.4228	-0.9692529	-0.450798	-3.104969	0.2339557	-0.5115783	-0.04295284
-0.184125	0.01774621	-0.04513526	298.1951	129.5519	326.5823	-1.363661	-0.4896283	-3.466564	0.2228669	-0.5468464	-0.04382553
-0.1845829	0.01483285	-0.04723382	300.8575	130.371	326.2261	-1.793582	-0.1769225	-3.342672	0.1526036	-0.4580998	-0.07755779
-0.1864581	0.0166465	-0.04918575	300.0887	131.6141	325.7662	-1.172128	0.2166202	-2.119998	0.0506615	-0.2801659	-0.1044871
-0.1868274	0.01563323	-0.05039382	298.1464	130.6361	327.5076	-0.09625837	0.4236456	-1.143646	0.02256677	-0.2022272	-0.1119245
-0.1874933	0.01884508	-0.04650056	296.8308	128.1892	328.5971	0.4566405	-0.2589599	-0.5296679	0.001221176	-0.07473372	0.01745186
-0.1847106	0.01558852	-0.04293072	295.838	126.3286	330.6378	0.9273222	-0.2259468	-0.2436591	0.03717256	-0.1151485	0.08979502
-0.1827505	0.01199639	-0.04337227	296.9981	122.1294	335.3262	1.141929	-0.1931025	-1.045905	0.07195327	-0.1552124	0.07398311
-0.1822067	0.009566426	-0.04396033	298.3419	121.0696	336.3213	0.713406	-0.2103947	-1.33149	0.0651656	-0.1702074	0.0369083
-0.1810354	0.008807659	-0.04390275	298.961	122.1916	335.5116	0.2401012	-0.002599657	-1.156323	0.07129901	-0.1426909	0.02971423
-0.1809814	0.008510947	-0.04394746	299.5036	120.295	337.5623	0.4149	-0.02754085	-1.237333	0.05605217	-0.129376	0.04185238
-0.1800399	0.007671237	-0.04297483	299.5624	118.7178	339.4639	0.6291182	0.0203685	-1.127956	0.05908167	-0.1205591	0.05225461
-0.1799182	0.007996917	-0.04325247	299.9406	116.6809	341.6565	0.8172106	-0.03879831	-1.178733	0.0471353	-0.09833074	0.04248387
-0.1799531	0.007792711	-0.04277515	299.5829	116.2771	342.2838	0.7814758	0.03397796	-0.7852212	0.03312257	-0.07971391	0.03731116
-0.1795024	0.00803864	-0.04262054	299.1119	116.0033	342.6674	0.7247619	0.05546527	-0.4235664	0.02919674	-0.05683375	0.0265026
-0.1794178	0.007787824	-0.04261601	299.0918	115.8951	342.8692	0.5699766	0.06963213	-0.3111704	0.02473259	-0.0483081	0.01785234
-0.1795534	0.008595943	-0.042786	299.2024	116.0163	342.769	0.3827018	0.06583609	-0.2454161	0.01723726	-0.03140865	0.01024719
-0.1793094	0.008762002	-0.04281867	299.1597	115.9193	342.8578	0.2935598	0.04475844	-0.1697012	0.01447469	-0.02319942	0.00341163
-0.1790424	0.008601785	-0.04299915	299.1935	116.1078	342.6644	0.1706097	0.03825347	-0.117092	0.01358378	-0.02029895	-0.002349785
-0.1790497	0.008600116	-0.04262841	299.27	115.9813	342.8088	0.1245978	0.02807754	-0.1229251	0.01084852	-0.01733663	-0.000350635
-0.1789651	0.008594394	-0.04270017	299.2956	115.9644	342.7968	0.07884447	0.01221245	-0.1016727	0.008565973	-0.01393193	-0.002948491
